lemma,pos,semantic_relationship,sense_source,sense_target
Veilchen,noun,exact,ein durch Schlag oder Stoß blau verfärbtes Auge,"Ein Auge, das verletzt wurde und sich verfärbt, besonders nachdem es geschlagen wurde."
Veilchen,noun,narrower,"kleine, meist violettfarben blühende, stark duftende Blume der Gattung",Eine Gattung der Familie der Veilchengewächse (Violaceae).
Veilchen,noun,narrower,"kleine, meist violettfarben blühende, stark duftende Blume der Gattung",Pflanze aus der Gattung Veilchen (Viola).
Veränderung,noun,exact,der Wechsel von einem (alten) Zustand in einen anderen (neuen),Der Prozess des Anderswerdens.
Veränderung,noun,exact,Resultat von,Das Ergebnis des Modifizierens.
Weiblichkeit,noun,related,Menge weiblicher Eigenschaften,Die Eigenschaft bzw. der Zustand eine Frau zu sein.
Weiblichkeit,noun,related,Menge weiblicher Eigenschaften,"Die Eigenschaft weiblich zu sein Eigenschaften und Verhaltensweisen, die als typisch für Frauen und Mädchen erachtet werden."
Weiblichkeit,noun,narrower,Menge weiblicher Personen,Die Gesamtheit der Frauen.
Zauberer,noun,narrower,meist männliche Person mit magischen Fähigkeiten,Jemand der Magie oder Hexerei praktiziert.
Zauberer,noun,exact,"jemand, der Zaubertricks aufführt, um Menschen zu unterhalten; Zauberkünstler","Jemand, der Zaubertricks vorführt, um ein Publikum zu amüsieren."
Zauberer,noun,broader,meist männliche Person mit magischen Fähigkeiten,"Ein Mann, der die Hexenkunst ausübt Ausübender der schwarzen Künste."
Zwei,noun,exact,die natürliche Zahl zwischen der Eins und der Drei,Die zweite der natürlichen Zahlen (2).
Zwei,noun,exact,"die Ziffer Zwei (2, ٢, 二, 貳)",Die zweite der natürlichen Zahlen (2).
Zwei,noun,exact,"die Ziffer Zwei (2, ٢, 二, 貳)","Die Kardinalzahl zwischen Eins und Drei, in römischen Zahlen II geschrieben und in arabischen Ziffern 2."
Zwei,noun,exact,"die Ziffer Zwei (2, ٢, 二, 貳)",Die Ziffer „2“.
Zwei,noun,broader,"„gut“, die zweitbeste Zeugnisnote",Zweitbeste Schulnotenstufe in Deutschland.
Zwei,noun,broader,"„gut“, die zweitbeste Zeugnisnote",Zweitbeste Schulnotenstufe in Österreich.
Eis,noun,exact,Wasser im festen Aggregatzustand; gefrorenes Wasser,"Kompakte Substanz, die durch das Einfrieren von Wasser in den festen Zustand entsteht sie tritt im Allgemeinen in Form von hexagonalen Kristallen auf."
Eis,noun,exact,"Speiseeis, eine gefrorene Süßspeise","Ein kaltes Dessert (bestehend aus Wasser, Sahne und Milch, sowie Aromastoffen, Emulgatoren und Zucker), das bei heißem Wetter beliebt ist."
Zug,noun,broader,mehrere hintereinander gekoppelte Fahrzeuge (speziell auf Schienen),"Eine Gruppe aneinandergekoppelter Eisenbahnwagen, die meist von einer Lokomotive gezogen oder geschoben werden."
Zug,noun,exact,"Eigenart, Eigenschaft (Charakterzug)",Charakteristische Eigenschaft eines Wesens oder einer Sache.
Alkohol,noun,narrower,gängige Bezeichnung für Ethanol,"Eine Gruppe von organisch chemischen Verbindungen, die aus Kohlenstoff, Wasserstoff und Sauerstoff gebildet sind. Die Moleküle in den Reihen variieren in der Kettenlänge und sind aus einer Kohlenwasserstoff. und einer Hydroxylgruppe gebildet. Der Begriff schließt Methanol und Ethanol mit ein."
Alkohol,noun,narrower,"a speziell und kurz für Getränk, welches Ethanol enthält; Trinkalkohol","Farblose, leichtentzündliche Flüssigkeit, die unter anderem als Lösungsmittel, Desinfektionsmittel und Rauschmittel verwendet wird."
Alkohol,noun,exact,Bezeichnung für eine Kohlenstoffverbindung mit mindestens einer Hydroxylgruppe als funktionelle Gruppe,"Eine Gruppe von organisch chemischen Verbindungen, die aus Kohlenstoff, Wasserstoff und Sauerstoff gebildet sind. Die Moleküle in den Reihen variieren in der Kettenlänge und sind aus einer Kohlenwasserstoff. und einer Hydroxylgruppe gebildet. Der Begriff schließt Methanol und Ethanol mit ein."
Land,noun,exact,unabhängiges politisches Gebilde,"Eine unabhängige politische Entität, die die absolute Gewalt über ein geographisches Gebiet ausübt."
Land,noun,exact,Gliedstaat|Glied- oder Teilstaat (in bestimmten Staaten),"Eine unabhängige politische Entität, die die absolute Gewalt über ein geographisches Gebiet ausübt."
Land,noun,exact,"rurale, eher landwirtschaftlich genutzte Gegend – im Gegensatz zur Stadt","Ein ländliches Gebiet, die Landschaft - im Gegenteil zu einer Stadt oder einer Ortschaft"
Vertrieb,noun,exact,Teilbereich des Handels; das Geschäft eines Unternehmens mit seinen Abnehmern,"Die Summe der Handels- und Serviceaktivitäten, welche die hergestellten Produkte zum Endverbraucher übertragen."
Vertrieb,noun,exact,"Abteilung eines Betriebes, einer Firma, die den Vertrieb 1 abwickelt","Die Abteilung einer Firma, die damit befasst ist, die Produkte an den Kunden zu verkaufen."
Wirkung,noun,exact,Resultat einer Ursache,Konsequenz oder Resultat einer Tat.
Wirkung,noun,exact,alles was aus der causa efficiens hervorgehen|hervorgeht,Konsequenz oder Resultat einer Tat.
Nebel,noun,exact,"Gemisch fein verteilter Flüssigkeitströpfchen, meistens Wassertröpfchen, und/oder Eiskristalle in Gasen, meist in der Luft","Wassertröpfchen oder, seltener, Eiskristalle, die in ausreichender Konzentration in der Luft vorkommen, um die Sichtweite zusehends zu verringern."
Nebel,noun,exact,ein flächenhaft leuchtendes Objekt am Himmel,Ein Haufen von Sternen oder Wolke von Staubpartikeln und Gasen.
Nebel,noun,narrower,durch die Weltorganisation für Meteorologie (WMO) standardisierte Wettererscheinung mit Sichtminderung unter 1000 m,"Wassertröpfchen oder, seltener, Eiskristalle, die in ausreichender Konzentration in der Luft vorkommen, um die Sichtweite zusehends zu verringern."
Familie,noun,broader,"die kleinste Zelle der Gesellschaft, bestehend aus","Eine Gruppe bestehend aus Eltern, Nachkommen und anderen nah mit ihnen verwandten oder verbundenen Personen."
Familie,noun,narrower,Eltern und Kindern (Kernfamilie),"Eine Gruppe bestehend aus Eltern, Nachkommen und anderen nah mit ihnen verwandten oder verbundenen Personen."
Familie,noun,exact,"Großeltern, deren Kindern und Enkeln","Eine Gruppe bestehend aus Eltern, Nachkommen und anderen nah mit ihnen verwandten oder verbundenen Personen."
Familie,noun,narrower,Partnern mit Nachwuchs,"Eine Gruppe bestehend aus Eltern, Nachkommen und anderen nah mit ihnen verwandten oder verbundenen Personen."
Familie,noun,broader,Klassifizierungskategorie nach bestimmten Kriterium|Kriterien oder Merkmalen,"Biologisches Taxon, eine Gruppe (verwandter) Arten, Teil einer Ordnung und bestehend aus einer oder mehreren Gattungen"
Musik,noun,related,tonkünstlerisch komponiertes oder improvisiertes Werk,"Die künstlerische Anordnung von Klängen und Tönen, die Ideen und Emotionen durch die Elemente Rhythmus, Melodie, Harmonie und Klangfarbe ausdrückt."
Musik,noun,related,"aufgeführtes, hörbar gemachtes Musikstück","Die künstlerische Anordnung von Klängen und Tönen, die Ideen und Emotionen durch die Elemente Rhythmus, Melodie, Harmonie und Klangfarbe ausdrückt."
Kessel,noun,broader,großes metallisches offenes Gefäß,Ein Metallgefäß zum Kochen aller Arten von Flüssigkeiten.
Kessel,noun,broader,großes metallisches geschlossenes Druckgefäß,Ein Metallgefäß zum Kochen aller Arten von Flüssigkeiten.
Amerika,noun,exact,"ein Doppelkontinent (der ehemals von der Namengebung her als ein Kontinent betrachtet wurde, wissenschaftlich wird in die Kontinente Nordamerika und Südamerika unterschieden)","Kontinent, der einen großen Teil des westlichen Erdteils einnimmt und sich vom Arktischen Ozean im Norden bis zum Kap Hoorn im Süden erstreckt, wo der Atlantik und der Pazifik zusammenfließen und den Kontinent nach Westen und Osten begrenzen."
Amerika,noun,exact,Vereinigte Staaten von Amerika,"Ein Staat in Nordamerika, der nördlich von Mexiko und südlich von Kanada liegt und zu dem außerdem Alaska, Hawaii und verschiedene überseeische Gebiete gehören."
Welle,noun,related,Erhebung von Wasser,Eine Störung in einem fluiden Medium.
Welle,noun,related,"Art der Energieausbreitung, zum Beispiel des Schalls oder Lichts","Störung, die sich durch Raum und Zeit ausbreitet"
Haus,noun,related,zu einem bestimmten Zweck erbautes Gebäude,"Die Behausung eines Menschen, sein Wohnsitz."
Haus,noun,narrower,zum Wohnen dienendes und genutztes Gebäude,"Die Behausung eines Menschen, sein Wohnsitz."
Haus,noun,related,"aus mehreren Räumen bestehender, abgetrennter Bereich innerhalb eines unter 2 beschriebenen Gebäudes, in dem sich eine oder mehrere Personen ständig aufhalten können, leben","Die Behausung eines Menschen, sein Wohnsitz."
Haus,noun,narrower,im selben unter 2 beschriebenen Gebäude/im selben unter 3 beschriebenen Bereich lebende Gemeinschaft aus einem Elternpaar oder einem Elternteil samt mindestens einem Kind,"Eine Familie und ihre Nachkommen, z.B. ein Königshaus."
Haus,noun,narrower,"eine Reihe von adligen (angesehenen) Persönlichkeiten, Herrschern hervorgebrachtes Geschlecht","Eine Familie und ihre Nachkommen, z.B. ein Königshaus."
Boden,noun,broader,die Erdoberfläche,"Die oberste Schicht der Erdoberfläche, die aus zermahlenem Gestein, Humus, Wasser und Luft besteht."
Boden,noun,broader,die oberste Schicht der Erdkruste,"Die oberste Schicht der Erdoberfläche, die aus zermahlenem Gestein, Humus, Wasser und Luft besteht."
Boden,noun,related,unterer Abschluss eines Gefäßes,"Der unterste Teil eines Raums, der tragende Teil eines Raums."
Boden,noun,exact,Dachboden,Ein Raum am oberen Ende eines Hauses unter der Dachfläche.
Boden,noun,broader,Erdboden oder Fußboden,"Der unterste Teil eines Raums, der tragende Teil eines Raums."
Herz,noun,exact,das Zentralorgan für den Blutkreislauf,"Ein muskulöses inneres Organ, das das Blut durch den Körper pumpt."
Herz,noun,related,"für Liebe, Seele, Güte","Stilisierte Darstellung des Körperorgans, in Form von zwei Loben und einem spitz zulaufenden unteren Ende, das als Symbol für Zuneigung benutzt wird."
Verkehr,noun,exact,"Bewegung von Fahrzeugen, Menschen, Gütern, Nachrichten auf dafür vorgesehenen Strecken, Wegen","Die Bewegung von Fahrzeugen, Schiffen, Fluggeräten, Personen, usw., in einem Gebiet oder über eine Route."
Straße,noun,related,"ein landgebundenes Verkehrsbauwerk, das dem Bewegen von Fahrzeugen und Fußgängern zwischen zwei Orten und/oder Positionen dient","Eine lange Strecke harter Boden, auf der man von einem Ort zum anderen fahren kann."
Straße,noun,exact,Meerenge,"Ein schmales Gewässer, das zwei größere Gewässer (meistens Meere) verbindet"
Mensch,noun,exact,"Lebewesen; Spezies, der Klasse der Säugetiere angehörend, die sich durch folgende besondere Eigenschaften auszeichnet aufrechter Gang, Sprache, Erfindertum, Vorausdenken und Nachahmung",Ein Angehöriger der menschlichen Spezies.
Mensch,noun,exact,als einzelnes Individuum,Ein Mensch.
Vektor,noun,exact,ein Element eines Vektorraums,"Objekt, das sowohl durch einen Wert als auch eine Richtung bestimmt ist im Gegensatz zu einem Skalar, der nur durch einen Wert bestimmt ist (Mathematik, Physik)"
Vektor,noun,related,"eine Äquivalenzklasse von Pfeilen gleicher Länge (Betrag), gleicher Richtung und gleicher Orientierung","Objekt, das sowohl durch einen Wert als auch eine Richtung bestimmt ist im Gegensatz zu einem Skalar, der nur durch einen Wert bestimmt ist (Mathematik, Physik)"
Schwester,noun,exact,weibliches Kind derselben Eltern,"Eine weibliche Person, die dieselben Eltern hat wie eine andere Person."
Schwester,noun,exact,von Krankenschwester,"Eine weibliche Person, die dieselben Eltern hat wie eine andere Person."
Tag,noun,exact,Zeitraum zwischen Sonnenaufgang und Sonnenuntergang,"Die Periode zwischen Sonnenaufgang und Sonnenuntergang, während derer man das Tageslicht hat."
Tag,noun,exact,Zeitspanne von 24 Stunden,Ein Zeitraum von 24 Stunden.
Tag,noun,exact,Zeitspanne von 24 Stunden,Der Zeitraum von einer Mitternacht zur folgenden Mitternacht. Sieben davon machen eine Woche aus.
Kind,noun,exact,"heranwachsender Mensch, aber noch kein Jugendlicher",Ein biologischer Nachfahre.
Kind,noun,exact,"Mensch, mit Bezug auf seine familiäre Zugehörigkeit (Beziehung der Abkommenschaft)","Person, die noch nicht die Pubertät erreicht hat."
Arbeit,noun,related,"ausführende, zweckgerichtete Tätigkeit","Produktive Aktivität, Dienstleistung, Gewerbe oder Handwerk, für das man regelmäßig bezahlt wird."
Arbeit,noun,related,"Verhältnis, bei dem man eine Tätigkeit gegen Geld verrichtet","Produktive Aktivität, Dienstleistung, Gewerbe oder Handwerk, für das man regelmäßig bezahlt wird."
Arbeit,noun,exact,"Energie, die durch Kraft über einen Weg auf einen Körper übertragen wird","Energiemenge, die von einer Kraft übertragen wird"
Frau,noun,broader,"erwachsener, weiblicher Mensch","Erwachsene, menschliche Angehörige des Geschlechts, das Eizellen produziert und Kinder gebärt."
Frau,noun,exact,"verheiratete Frau, Ehefrau",Eine verheiratete Frau.
Frau,noun,exact,"Höflichkeitsanrede für eine einzelne weiblich|weibliche Person, Namenszusatz","Anrede für einen erwachsenen, weiblichen Menschen."
Brücke,noun,broader,künstlicher Weg zur Überquerung eines Hindernisses,"Eine Struktur, die eine Straße, Bahnstrecke, einen Fluss oder ein anderes Hindernis überspannt und einen Weg darüber bietet."
Brücke,noun,related,die Verbindung über eine Trennung,"Ein System, das zwei oder mehr Local-Area-Netzwerke auf Schicht 2 verbindet."
Schuld,noun,narrower,"Verbindlichkeit, Pflicht, etwas zu tun oder zu unterlassen","Etwas, das einem anderen geschuldet wird."
Schuld,noun,narrower,"Verpflichtung zu einer Leistung an einen Dritter|Dritten, in Geld oder sonstigen Werten","Etwas, das einem anderen geschuldet wird."
Schuld,noun,exact,moralisches Fehlverhalten oder die Last infolge des Fehlverhaltens,Die Tatsache etwas Falsches getan zu haben.
Schwanz,noun,exact,hinterer Körperfortsatz bei Tieren,Der Anhang vieler Tiere am Ende des Rückens und nahe beim After.
Schwanz,noun,exact,Penis,"Das männliche Geschlechtsorgan für Kopulation und Harndrang, der rohrförmige Abschnitt der männlichen Genitalien (mit Ausnahme des Hodensacks)"
Erde,noun,exact,"der lockere Bestandteil von , das Erdreich","Das weiche und lockere Material, aus dem ein Großteil der Erdoberfläche besteht."
Erde,noun,exact,"belebter und dritter, von der Sonne aus gezählter Planet in unserem Sonnensystem",Der dritte Planet (von innen gezählt) in unserem Sonnensystem.
Säure,noun,related,"chemische Verbindung, die im Zuge einer Säure-Base-Reaktion Protonen abgeben kann","Ein Stoff, der imstande ist, Wasserstoff-Ionen in Lösung zu bringen."
Säure,noun,exact,saurer Geschmacksbestandteil,"Ein Geschmack, welcher von Saurem hervorgerufen wird."
Pferd,noun,narrower,"ein Haustier, Nutztier und Reittier, das Hauspferd",Ein großes Tier mit vier Beinen auf dem Menschen reiten und das sie zum Tragen von Lasten oder zum Ziehen von Fahrzeugen nutzen.
Pferd,noun,broader,Tier aus der Familie (equidae) bzw. der Gattung der Pferde (equus),Ein großes Tier mit vier Beinen auf dem Menschen reiten und das sie zum Tragen von Lasten oder zum Ziehen von Fahrzeugen nutzen.
Pferd,noun,exact,eine Schachfigur; der Springer,"Spielfigur im Schachspiel, die oft so geformt ist, dass sie dem Kopf eines Pferds ähnelt."
Pferd,noun,exact,ein Sportgerät im Turnsport,"Ein Kunstturngerät, bestehend aus einem horizontalen, 160 x 35 cm großen und 115 cm vom Boden entfernten Balken mit zwei, 40 bis 45 cm auseinander liegenden Griffen auf der Oberseite. Wird nur von männlichen Athleten benutzt."
Gesetzgebung,noun,exact,Erlass von Gesetzen,Gesetzgeberische Tätigkeit oder Verfahren.
Population,noun,exact,die Gesamtheit der Individuen einer Art in einem Biotop,"Eine Gruppe Organismen einer Spezies, die ein definietes Gebiet einnehmen."
Population,noun,exact,Bevölkerung,"Die Menschen, welche in einem bestimmten Gebiet leben, als Ganzes."
Welt,noun,exact,der Planet Erde,Der dritte Planet (von innen gezählt) in unserem Sonnensystem.
Welt,noun,broader,"die erkennbare Welt, das Universum",Die Erde mit allen Bewohnern und Dingen auf ihr.
Welt,noun,narrower,"Systeme von Lebewesen, die gemeinsame Merkmale besitzen",Die Gesamtheit alles Existierenden.
